Category,Chapter,Sentence No,Matched Keyword,Sentence,Score
Short Quote (10–25 words),10,222,length_match,"He agreed, and so on that Saturday morning, Mike became my first business partner.",1
Business & Education,10,222,business,"He agreed, and so on that Saturday morning, Mike became my first business partner.",2
Short Quote (10–25 words),10,223,length_match,We spent all morning coming up with ideas on how to make money.,1
Money Terms,10,223,money,We spent all morning coming up with ideas on how to make money.,2
Short Quote (10–25 words),10,224,length_match,Occasionally we talked about all the cool guys at Jimmys beach house having fun.,1
Short Quote (10–25 words),10,225,length_match,"It hurt a little, but that hurt was good, because it inspired us to keep thinking of a way to make money.",1
Money Terms,10,225,money,"It hurt a little, but that hurt was good, because it inspired us to keep thinking of a way to make money.",2
Mindset & Thinking,10,225,thinking,"It hurt a little, but that hurt was good, because it inspired us to keep thinking of a way to make money.",3
Short Quote (10–25 words),10,227,length_match,It was an idea Mike got from a science book he had read.,1
Short Quote (10–25 words),10,228,length_match,"Excitedly, we shook hands, and the partnership now had a business.",1
Business & Education,10,228,business,"Excitedly, we shook hands, and the partnership now had a business.",2
Rich vs Poor Mindset,10,229,Rich Dad Poor,"10 Rich Dad Poor Dad For the next several weeks, Mike and I ran around our neighborhood, knocking on doors and asking our neighbors if they would save their toothpaste tubes for us.",4
Short Quote (10–25 words),10,231,length_match,"Some asked us what we were doing, to which we replied, We cant tell you.",1
Business & Education,10,232,business,Its a business secret.,2
Short Quote (10–25 words),10,234,length_match,We had selected a site next to her washing machine as the place we would stockpile our raw materials.,1
Short Quote (10–25 words),10,235,length_match,"In a brown cardboard box that at one time held catsup bottles, our little pile of used toothpaste tubes began to grow.",1
Wealth Building,10,235,grow,"In a brown cardboard box that at one time held catsup bottles, our little pile of used toothpaste tubes began to grow.",4
Short Quote (10–25 words),10,237,length_match,"The sight of her neighbors messy, crumpled, used toothpaste tubes had gotten to her.",1
Short Quote (10–25 words),10,240,length_match,And I dont want to hear again that its a business secret.,1
Business & Education,10,240,business,And I dont want to hear again that its a business secret.,2
Short Quote (10–25 words),10,241,length_match,"Do something with this mess, or Im going to throw it out.",1
Short Quote (10–25 words),10,242,length_match,"Mike and I pleaded and begged, explaining that we would soon have enough and then we would begin production.",1
Short Quote (10–25 words),10,243,length_match,We informed her that we were waiting on a couple of neighbors to finish their toothpaste so we could have their tubes.,1
Short Quote (10–25 words),10,245,length_match,"The date to begin production was moved up, and the pressure was on.",1
Short Quote (10–25 words),10,246,length_match,My first partnership was already being threatened with an eviction notice by my own mom!,1
Short Quote (10–25 words),10,247,length_match,"It became Mikes job to tell the neighbors to quickly use up their toothpaste, saying their dentist wanted them to brush more often anyway.",1
Short Quote (10–25 words),10,249,length_match,One day my dad drove up with a friend to see two nineyearold boys in the driveway with a production line operating at full speed.,1
Short Quote (10–25 words),10,251,length_match,"On a long table were small milk cartons from school, and our familys hibachi grill was glowing with redhot coals at maximum heat.",1
Short Quote (10–25 words),10,252,length_match,"Dad walked up cautiously, having to park the car at the base of the driveway since the production line blocked the carport.",1
Short Quote (10–25 words),10,254,length_match,"In those days, toothpaste did not come in plastic tubes.",1
Short Quote (10–25 words),10,256,length_match,"So once the paint was burned off, the tubes were dropped in the small steel pot.",1
Short Quote (10–25 words),10,260,length_match,"In my haste, I had knocked the bag over, and the entire area looked like it had been hit by a snowstorm.",1
Short Quote (10–25 words),10,261,length_match,The milk cartons were the outer containers for plaster of paris molds.,1
Short Quote (10–25 words),10,265,length_match,"Finally, once the pouring was through, I put the steel pot down and smiled at my dad.",1
Short Quote (10–25 words),10,276,length_match,"With a small hammer, I tapped at the seal that divided the cube in half.",1
Short Quote (10–25 words),10,277,length_match,"Cautiously, I pulled up the top half of the plaster mold and a lead nickel fell out.",1
Money Terms,10,283,money,Were making money.,2
Short Quote (10–25 words),10,287,length_match,He asked us to put everything down and sit with him on the front step of our house.,1
Short Quote (10–25 words),10,288,length_match,"With a smile, he gently explained what the word counterfeiting meant.",1
Short Quote (10–25 words),10,292,length_match,"12 Rich Dad Poor Dad Let them go, my dads friend said.",1
Rich vs Poor Mindset,10,292,Rich Dad Poor,"12 Rich Dad Poor Dad Let them go, my dads friend said.",4
Short Quote (10–25 words),10,296,length_match,But you boys have shown great creativity and original thought.,1
Short Quote (10–25 words),10,299,length_match,"Disappointed, Mike and I sat in silence for about twenty minutes before we began cleaning up our mess.",1
Business & Education,10,300,business,The business was over on opening day.,2
Short Quote (10–25 words),10,301,length_match,"Sweeping the powder up, I looked at Mike and said, I guess Jimmy and his friends are right.",1
Short Quote (10–25 words),10,313,length_match,"They were nice words, but we still did not know what to do.",1
Business & Education,10,316,teach,Because I chose to be a schoolteacher.,2
Business & Education,10,317,teach,Schoolteachers really dont think about being rich.,2
Business & Education,10,318,teach,We just like to teach.,2
Short Quote (10–25 words),10,319,length_match,"I wish I could help you, but I really dont know how to make money.",1
Money Terms,10,319,money,"I wish I could help you, but I really dont know how to make money.",2
Short Quote (10–25 words),10,322,length_match,"If you boys want to learn how to be rich, dont ask me.",1
Short Quote (10–25 words),10,327,length_match,"Your dad and I have the same banker, and he raves about your father.",1
Short Quote (10–25 words),10,328,length_match,Hes told me several times that your father is brilliant when it comes to making money.,1
Money Terms,10,328,money,Hes told me several times that your father is brilliant when it comes to making money.,2
Mindset & Thinking,10,330,belief,Mike asked again in disbelief.,3
Short Quote (10–25 words),10,331,length_match,Then how come we dont have a nice car and a nice house like the rich kids at school?,1
Short Quote (10–25 words),10,332,length_match,"A nice car and a nice house dont necessarily mean youre rich or you know how to make money, my dad replied.",1
Money Terms,10,332,money,"A nice car and a nice house dont necessarily mean youre rich or you know how to make money, my dad replied.",2
Short Quote (10–25 words),10,333,length_match,Jimmys dad works for 13 Chapter One Lesson 1 the sugar plantation.,1
